id,pNumber,mNumber,alpha,beta
IPI00121485.1;IPI00402929.1;IPI00881019.1;IPI00880222.1,11108.89,9.64,1.09,45.66
IPI00828248.1;IPI00115541.1;IPI00229270.1,3077.45,49.68,12.87,27.28
IPI00126120.1;IPI00876504.1,11182.17,3.88,0.41,61.52
IPI00116757.3,5038.43,15.78,1.82,53.27
IPI00421167.1;IPI00626173.3;IPI00408125.2,4796.51,9.93,1.66,42.43
IPI00118644.2,4454.77,16.79,2.77,23.48
IPI00223880.1,3886.11,4.2,0.64,38.9
IPI00112377.1,7222.07,5.09,0.68,39.35
IPI00115546.4;IPI00230192.5;IPI00750823.1;IPI00648939.1;IPI00928574.1;IPI00775947.1,7655.97,3.55,0.24,96.85
IPI00627051.3;IPI00169930.1;IPI00750815.1;IPI00719861.1;IPI00404365.1,920.29,9.32,2.65,33.4
IPI00854018.1;IPI00853921.1;IPI00930867.1;IPI00751703.1;IPI00854021.1;IPI00853748.1;IPI00750780.1;IPI00129146.3;IPI00756899.1;IPI00651950.4;IPI00876369.1;IPI00753152.1;IPI00754217.2,2519.6,2.83,0.23,198.02
IPI00461536.2,5404.42,7.81,1.14,32.85
IPI00153813.4;IPI00876325.1;IPI00751036.1,7371.89,9.29,0.99,29.77
IPI00121089.2;IPI00753388.1;IPI00757004.1,4970.66,13.84,1.2,16.41
IPI00625515.3;IPI00856653.1;IPI00403116.9;IPI00857531.1,3116.61,,,
IPI00117019.6;IPI00653980.1,6012.08,4.59,0.5,86.97
IPI00118046.5;IPI00467428.3;IPI00460449.2;IPI00867897.1;IPI00915514.1;IPI00620960.4;IPI00928440.1;IPI00830691.2,4424.96,13.11,0.88,24.82
IPI00353560.3;IPI00869399.1,1629.74,21.8,2.75,43.05
IPI00119413.1;IPI00649876.1,7437.67,6.1,0.89,41.41
IPI00850376.1,12781.66,,,
IPI00224078.1;IPI00875132.2;IPI00881277.1;IPI00652834.1,4557.91,,,
IPI00460291.2;IPI00380009.1;IPI00462730.1,3035.38,40.82,5.68,4.47
IPI00320878.5;IPI00876175.1;IPI00808193.1;IPI00654372.2;IPI00857379.1,6696.53,19.14,1.98,8.28
IPI00621898.1,3129.5,15.71,2.01,13.45
IPI00750601.1;IPI00171977.3;IPI00762254.2;IPI00875776.1,3771.99,13.07,0.89,17.78
IPI00923108.1;IPI00130014.3;IPI00922963.1;IPI00460720.3,6719.06,52.76,3.81,8.23
IPI00515174.1,5078.22,20.89,1.99,16.76
IPI00316650.1;IPI00648959.1;IPI00227970.1;IPI00649957.2;IPI00648448.2;IPI00648217.1,9045.96,,,
IPI00223076.1;IPI00417150.2;IPI00417149.2,7244.4,11.16,1.92,28.38
IPI00655041.2;IPI00458693.1,12979.35,6.08,0.48,78.67
IPI00121627.3,6684.59,24.52,1.25,19.02
IPI00123871.2;IPI00776361.1;IPI00626563.3;IPI00776290.1;IPI00222492.1;IPI00775967.1;IPI00775787.1;IPI00776103.1,7312.2,27.43,2.12,18.47
IPI00223932.2;IPI00756279.1,12678.75,30.57,2.57,36.74
IPI00131609.1;IPI00515213.2;IPI00515589.1,8966.65,10.75,0.69,27.56
IPI00322206.2;IPI00551142.1,11415.18,,,
IPI00380742.3,6859.53,37.1,2.27,8.11
IPI00121190.1;IPI00411099.1;IPI00229006.3,8465.56,7.81,0.81,83.9
IPI00454119.3;IPI00651832.1,10341.12,10.34,1.38,59.44
IPI00461642.2,3549.93,27.6,4.54,8.53
IPI00874874.1;IPI00228994.1,5809.13,52.38,5.59,4.03
IPI00923106.1;IPI00221972.1,9317.64,4.6,0.63,59.46
IPI00125907.3,11185.45,9.31,0.72,40.01
IPI00116711.1;IPI00649640.1,7134.8,3.61,0.37,73.36
IPI00114333.2;IPI00831226.1;IPI00753487.1;IPI00831023.2;IPI00762270.1;IPI00830898.1;IPI00828224.2,4475.07,7.71,0.8,21.37
IPI00623749.1;IPI00396787.4;IPI00122143.3,5593.15,6.45,0.54,39.95
IPI00762140.1;IPI00877277.1;IPI00877185.1;IPI00877192.1;IPI00848902.1,5553.03,6.87,0.41,34.85
IPI00480380.4,3581.13,8.93,1.64,12.25
IPI00463126.1;IPI00277703.5;IPI00463127.4;IPI00875098.1,5870.93,8.91,0.72,22.45
IPI00928091.1;IPI00229645.2;IPI00875690.1,4562.36,11.26,1.42,40.07
IPI00620189.3;IPI00853774.1,2240.57,22.59,2.13,12.77
IPI00124572.1;IPI00408895.2,4683.99,23.15,2.65,16.9
IPI00112125.2;IPI00855148.1;IPI00855074.1;IPI00473448.1,4023.34,21.47,4.41,17.46
IPI00111580.4;IPI00875910.1;IPI00553290.1;IPI00895366.1;IPI00895421.1,1547.96,9.88,1.45,38.41
IPI00169984.1,4397.94,6.14,1.75,27.39
IPI00775829.1;IPI00133605.2,4025.09,,,
IPI00136380.3;IPI00624642.2;IPI00885604.1;IPI00885684.1,4854.52,9.02,1.6,21.77
IPI00311761.3,2911.27,16.94,3.02,21.51
IPI00123765.2;IPI00857222.1,25099.14,3.23,0.36,245.57
IPI00114410.1;IPI00469281.3;IPI00649097.1,8207.7,10.85,0.86,21.82
IPI00875743.1;IPI00130290.1;IPI00556829.1;IPI00874695.1,4929.22,5.13,1.16,51.26
IPI00224776.8;IPI00279443.1,5877.74,5.5,0.58,48.22
IPI00755905.1;IPI00627000.4;IPI00752404.2;IPI00755351.2,3942.81,10.7,0.88,14.47
IPI00655148.1;IPI00750373.1;IPI00123503.1,20797.16,22.93,4.75,51.24
IPI00169551.3;IPI00318761.2;IPI00648437.5;IPI00854019.1;IPI00649140.1;IPI00649999.1,9301.51,12.41,0.77,29.96
IPI00621027.2;IPI00752825.2,9449.44,71.79,2.03,48.65
IPI00129398.3;IPI00654382.3;IPI00130955.1;IPI00341291.1,7193.35,18.41,5.46,60.91
IPI00117821.1;IPI00230632.1;IPI00621416.2;IPI00876416.1,7143.7,22.98,3.11,22.01
IPI00761873.1,4204.78,14.89,1.11,18
IPI00876497.1;IPI00279701.16;IPI00405298.1,5781.46,8.34,0.7,24.27
IPI00467221.3;IPI00556733.1;IPI00556798.1;IPI00556868.1;IPI00556763.1,5436.2,9.07,1.09,32.55
IPI00115833.2;IPI00788315.1;IPI00788359.1,4699.92,17.07,1.53,9.64
IPI00848728.1;IPI00469941.2,14890.28,,,
IPI00387216.1;IPI00387217.1,8018.04,6.71,0.49,46.21
IPI00124876.1,6213.29,9.76,1.66,82.82
IPI00336840.1,2966.95,3.47,0.26,55.42
IPI00122664.1,5340.18,6.51,0.63,50.04
IPI00453906.2,8124.68,7.55,0.61,45.96
IPI00676914.1,11466.64,,,
IPI00923060.1;IPI00131881.1;IPI00918072.1,7081.13,26.1,1.5,23.63
IPI00469004.4,8073.3,23.89,2.24,12.62
IPI00344734.3,6000.76,20.76,1.84,19.07
IPI00126857.2,1707.11,12.82,1.67,31.13
IPI00117730.3;IPI00858003.1;IPI00856314.1,20369.66,5.69,0.28,
IPI00263028.1,4929.28,2.51,0.48,52.04
IPI00120145.1,5336.38,5.95,0.88,41.05
IPI00918457.1;IPI00330113.4;IPI00876296.1;IPI00918890.1;IPI00473811.2,5382.08,12.9,0.73,15.02
IPI00885813.1,8768.61,,,
IPI00320741.1,4664.68,16.11,2.08,10.99
IPI00342731.3;IPI00854896.1;IPI00330578.2;IPI00854946.1,4001.18,2.89,0.55,64.67
IPI00123875.1;IPI00223342.1;IPI00223339.1;IPI00223340.1;IPI00623629.2;IPI00775773.1;IPI00406158.5;IPI00776102.1;IPI00762375.2;IPI00653963.1;IPI00323424.1;IPI00857139.1,10104.18,6.24,0.59,57.56
IPI00120769.3;IPI00416751.4,3949.33,43.42,3.21,9.11
IPI00918335.1;IPI00849284.3;IPI00222810.4;IPI00752687.1,5187.79,10.63,2.02,15.25
IPI00109162.1,3985.34,6.94,1.23,22.87
IPI00387427.3;IPI00229808.1;IPI00551286.2,5286.56,10.08,0.7,29.07
IPI00124411.2,10967.06,5.54,0.29,75.61
IPI00310280.7;IPI00808276.1;IPI00882127.1,6394.89,15.8,1.23,16.85
IPI00353927.15;IPI00919082.1,8866.01,2.46,0.23,135.78
IPI00719890.2;IPI00113873.1;IPI00221651.1;IPI00221649.1;IPI00719865.1;IPI00742440.1;IPI00742428.1,9752.76,31.33,3.18,9.38
IPI00874587.1;IPI00405665.6;IPI00828848.1;IPI00661244.2;IPI00828908.1;IPI00761622.3,3664.84,6.35,0.85,34.94
IPI00330497.4;IPI00761961.1,6964.01,12.31,1.1,40.05
IPI00128734.1;IPI00885662.1;IPI00929834.2;IPI00885574.1,3386.9,26.55,2.7,17.08
IPI00133545.1,10105.55,3.19,0.61,111.07
IPI00112275.1,8764.66,9.23,0.71,41.3
IPI00407222.4;IPI00672093.2,14448.65,5.36,0.3,325.77
IPI00850737.1;IPI00133553.1,5035.0,4.83,0.39,51.92
IPI00620724.2;IPI00420213.1;IPI00464338.5;IPI00885219.1,6790.9,,,
IPI00129132.2;IPI00668938.1;IPI00677614.1,5514.67,4.75,0.53,52.63
IPI00112473.2;IPI00759945.1,10050.99,,,
IPI00128976.2,6770.66,6.07,0.83,38.61
IPI00224738.4;IPI00762900.1;IPI00473596.1;IPI00880487.1;IPI00880933.1,4062.66,29.87,3.22,10.49
IPI00662244.2,1966.8,4.69,0.29,31.22
IPI00135130.3,12710.2,13.13,1.76,42.91
IPI00320905.7;IPI00874744.2;IPI00408189.2;IPI00830672.1;IPI00830381.1;IPI00874684.1,5954.84,8.89,1.17,24.64
IPI00135648.1;IPI00649187.1,4866.55,50.18,3.35,20.71
IPI00752794.2,1957.36,9.35,1.29,7.15
IPI00309815.6;IPI00874310.1;IPI00919238.1,6717.73,4.18,0.45,78.87
IPI00136782.1;IPI00928071.1;IPI00421263.1,1263.2,25.42,2.84,16.92
IPI00856808.1;IPI00330064.7,4358.89,9.03,0.98,28.68
IPI00348910.2;IPI00153773.1;IPI00874476.1;IPI00405940.2,11656.33,11.04,0.78,21.75
IPI00336715.2,4336.32,12.48,1.66,22.37
IPI00162850.3;IPI00880950.1,2488.41,18.69,2.16,29.8
IPI00923704.1;IPI00856971.1;IPI00420597.2;IPI00858019.1;IPI00857122.1,2420.85,15.16,1.85,8.04
IPI00126148.1,2502.52,11.2,1.78,61.19
IPI00553633.4;IPI00856874.2;IPI00856514.1;IPI00473647.1;IPI00624086.4;IPI00407575.1,5080.53,11.42,0.65,37.09
IPI00944142.1;IPI00124717.1;IPI00944010.1,1908.49,19.22,2.89,66.96
IPI00676074.1,4135.82,,,
IPI00461173.2;IPI00881743.1,1743.32,4.98,0.55,140.34
IPI00130160.3;IPI00798508.1;IPI00652305.1,10270.59,14.08,2.58,52.14
IPI00111730.2;IPI00954636.1;IPI00880676.1;IPI00880304.1;IPI00882039.1,8822.82,,,
IPI00319646.3;IPI00882293.1;IPI00885805.1,9375.9,11.56,1.02,24.91
IPI00281363.5;IPI00918744.1;IPI00918946.1,5413.03,12.77,1.03,29.38
IPI00944053.1;IPI00111686.5;IPI00923039.2,6386.11,,,
IPI00132041.3,7054.86,10.3,1.71,36.12
IPI00719984.1;IPI00622738.2;IPI00652124.3;IPI00742291.1;IPI00875579.1;IPI00856667.1,5117.35,10.81,0.67,23.39
IPI00380355.1;IPI00380356.1;IPI00380357.2,7480.37,67.76,3.72,3.98
IPI00108989.4;IPI00621717.2,8259.87,26.73,2.73,16.17
IPI00130237.1,5015.35,13.28,1.11,13.95
IPI00340241.6;IPI00404418.1,15558.85,9.07,0.86,110.64
IPI00857454.1;IPI00123583.5,6188.85,8.82,1.2,35.23
IPI00124979.2;IPI00775821.1;IPI00775899.1,4293.24,11.15,1.46,11.67
IPI00308446.3;IPI00754252.2;IPI00742293.1;IPI00756263.1,2550.48,4.08,0.34,67.26
IPI00153633.2;IPI00654285.2,9447.78,19.8,1.83,17.69
IPI00755119.4,3769.57,13.19,2.15,18.8
IPI00229236.3;IPI00474114.1;IPI00338552.1,4023.38,21.56,1.77,29.97
IPI00224714.3,1552.06,,,
IPI00459652.3;IPI00462732.6;IPI00918136.1,8378.49,20.24,1.67,14.76
IPI00128689.2;IPI00830992.1,9055.59,54.26,3.25,22.21
IPI00856469.1;IPI00270149.3,512.64,,,
IPI00403350.2;IPI00223832.1;IPI00554838.1;IPI00555120.1;IPI00554885.1,2046.76,11.84,2.21,19.75
IPI00331230.3;IPI00854004.1;,11394.42,10.2,0.57,41.32
IPI00120085.1;IPI00649114.1,3795.74,,,
IPI00890273.1;IPI00380698.3,6362.65,7.6,0.78,27.14
IPI00230501.1;IPI00230500.4;IPI00230499.1;IPI00751423.1;IPI00230498.1;IPI00885489.1;IPI00230497.1;IPI00886005.1,1081.3,14.31,2.32,16.38
IPI00555042.2;IPI00268926.8;IPI00622226.3;IPI00869468.1;IPI00754922.1;IPI00849004.1,2306.23,9.68,1.37,10.57
IPI00227372.1;IPI00857864.1;IPI00858086.1,6402.75,11.46,1.23,19.68
IPI00380829.4;IPI00473636.1,5433.12,4.15,0.51,48.96
IPI00169862.1;IPI00885646.1;IPI00855012.1,4067.58,7.45,0.91,21.01
IPI00131006.1;IPI00753197.3,5371.76,26.94,1.8,11.77
IPI00313998.1;IPI00938517.1;IPI00750524.1,5071.02,2.87,0.2,284.73
IPI00130828.1,1724.75,9.13,1.11,43.68
IPI00221850.1,10583.65,9.53,1.42,30.52
IPI00895135.1;IPI00316343.2;IPI00895088.1;IPI00856598.1,6933.86,4.03,0.78,66.14
IPI00113127.7;IPI00671283.3;IPI00944081.1;IPI00123180.2;IPI00404357.1;IPI00223332.1;IPI00224319.1,5506.36,,,
IPI00653608.1;IPI00776206.1;IPI00227934.3;IPI00652887.1;IPI00404997.1;IPI00775850.1;IPI00742435.1,4246.74,7.6,0.64,49.09
IPI00420588.3;IPI00380774.2,3471.74,3.36,0.34,35.19
IPI00116285.2;IPI00850347.1;IPI00867784.1,7668.5,15.9,1.87,21.23
IPI00123531.1;IPI00473268.3,1621.66,5.54,0.88,47.77
IPI00399761.1;IPI00280961.4,5493.33,3.62,0.35,74.55
IPI00345026.6;IPI00895246.1,6142.85,7.93,1.03,57.48
IPI00844695.1;IPI00421201.2;IPI00844681.1;IPI00844635.1;IPI00844648.1;IPI00221958.1;IPI00221959.3;IPI00849322.1,2889.11,22.13,2.54,8.11
IPI00880699.2;IPI00121344.4;IPI00880563.1,6125.81,10.88,1.59,24.38
IPI00346834.1,9625.95,,,
IPI00850753.1;IPI00132006.2;IPI00122127.2;IPI00125806.1;IPI00403564.2,4852.04,,,
IPI00895286.1;IPI00312263.5,2100.3,3.72,0.36,81.4
IPI00118108.1;IPI00331558.3,13894.38,8.9,0.56,83.61
IPI00119124.2,10974.32,6.55,0.52,155.64
IPI00340244.3;IPI00867859.1,6036.67,1.93,0.26,177.49
IPI00225267.6,3508.04,,,
IPI00135514.1;IPI00652928.2,3352.26,5.17,0.75,53.49
IPI00462461.2;IPI00606731.1,6936.61,20.34,1.4,10.67
IPI00321497.1,4117.49,4.67,0.75,29.65
IPI00653390.2;IPI00114365.1;IPI00750130.1,6014.62,13.76,1.58,55
IPI00336870.3;IPI00648969.2,8260.69,7.24,0.78,28.36
IPI00153146.1;IPI00889209.1;IPI00653403.2,4659.88,5.03,0.89,43.14
IPI00928471.1;IPI00121558.4,19428.84,,,
IPI00137439.1;IPI00648735.1,15389.23,7.02,0.65,67
IPI00224872.2;IPI00858276.1,3126.72,,,
IPI00881406.1;IPI00127009.3;IPI00652900.1;IPI00356053.1;IPI00469792.1;IPI00356054.1;IPI00881141.1,6819.79,12.35,1,20.06
IPI00111167.1;IPI00228912.1;IPI00869401.1,5106.65,7.39,0.74,26.03
IPI00117093.1;IPI00788345.1;IPI00624623.4;IPI00473549.1,5809.81,,,
IPI00471368.3,7135.24,11.7,2.9,19.54
IPI00276222.1;IPI00856772.1;IPI00857464.1,13404.2,17.18,1.62,28.88
IPI00330626.3;IPI00650002.2,3779.23,,,
IPI00407863.6;IPI00830860.1;IPI00654284.1;IPI00119157.2;IPI00875254.1,1215.54,6.14,0.57,8.86
IPI00315373.1;IPI00853931.1;IPI00315372.1;IPI00853711.1;IPI00315371.3;IPI00315375.1;IPI00848819.1;IPI00849778.1;IPI00882049.1;IPI00468953.3;IPI00881527.1;IPI00881380.1;IPI00227380.1;IPI00315376.1;IPI00854034.1;IPI00881719.1;IPI00881044.1,5889.31,,,
IPI00124428.1,4644.8,6.07,1,32.79
IPI00169954.1;IPI00880288.1;IPI00467952.2,4058.03,,,
IPI00471148.2;IPI00474364.1,3195.1,14.2,1.88,22.43
IPI00403498.3;IPI00798475.1;IPI00620172.3;IPI00223503.1,4637.31,8.57,1.14,17.53
IPI00340836.1,10659.09,43.67,2.86,34.09
IPI00319950.4,11951.67,4.72,0.41,67.38
IPI00895990.1;IPI00515183.1;IPI00895988.1;IPI00453705.4;IPI00849557.1,5433.34,,,
IPI00850362.1;IPI00620429.6;IPI00943455.1;IPI00900459.1,5301.88,,,
IPI00130692.1,2704.35,,,
IPI00918862.1;IPI00606510.1;IPI00468653.4;IPI00918838.1;IPI00405249.1,4365.39,5.27,0.32,28.44
IPI00223216.5;IPI00762128.2,5582.75,,,
IPI00653724.1;IPI00420710.1;IPI00460865.1;IPI00874829.1;IPI00223910.1;IPI00116332.1,4377.57,,,
IPI00339500.3;IPI00867869.1;IPI00867884.1,1505.9,4.63,0.49,148.79
IPI00471372.2,2721.01,4.02,0.4,60.31
IPI00330644.1;IPI00876400.1,5796.38,18.65,2.6,62.13
IPI00126499.1,4022.96,10.09,1.04,16.37
IPI00845851.1;IPI00785400.1;IPI00882273.1;IPI00919041.1;IPI00918857.1;IPI00919289.1;IPI00919291.1;IPI00269869.1;IPI00918181.1;,3347.36,4.29,0.24,30.48
IPI00120671.2,5386.18,8.05,1.57,36.98
IPI00124497.3;IPI00119072.2,751.6,,,
IPI00125670.1;IPI00462457.3;IPI00654227.1,5859.37,22.69,2.1,23.94
IPI00808277.2;IPI00854998.1,5755.74,,,
IPI00762081.1;IPI00761269.2;IPI00453965.2;IPI00622482.2;IPI00457799.1,2757.82,1.5,0.21,137.3
IPI00406030.2;IPI00399575.3;IPI00720036.1;IPI00125348.2;IPI00720060.1;IPI00474474.2;IPI00407018.3;IPI00648100.1;IPI00757640.1,3235.05,49.7,2.5,8.75
IPI00752390.4;IPI00875821.1;IPI00918415.1;IPI00918577.1;IPI00918644.1,8141.33,,,
IPI00345960.1,5720.37,8.84,2.3,49.77
IPI00395067.1;IPI00395068.3,3557.96,22.89,1.69,6.77
IPI00230194.5,7282.51,,,
IPI00473190.1;IPI00136972.1;IPI00943437.1;IPI00752734.1,27837.39,19.04,1.49,79.48
IPI00225747.5,3946.91,4.24,0.35,32.11
IPI00109823.5;IPI00458769.1,6749.31,5.47,0.38,35.41
IPI00153445.1;IPI00461712.1,5367.5,7.97,0.82,28.52
IPI00120413.2,5874.01,7.87,0.71,39.36
IPI00123410.5;IPI00752867.4;,4379.15,9.9,0.87,14.69
IPI00110180.1;IPI00854928.1;IPI00854953.1,3863.86,5.96,0.63,10.52
IPI00129803.1;IPI00930765.1;IPI00938540.1,15702.62,6.44,0.52,68.65
IPI00136917.5,5890.21,22.61,4.04,15.51
IPI00228791.5;IPI00720086.1;IPI00403965.4,3113.27,5.13,1.26,38.75
IPI00756257.1;IPI00604969.3;IPI00749707.1;IPI00750701.1;IPI00753185.1;IPI00750829.1;IPI00757804.1;IPI00754936.2;IPI00785428.2;IPI00755455.1;IPI00754352.1;IPI00758400.1;IPI00752007.1,4072.01,,,
IPI00380418.2,5621.86,8.77,0.99,37.53
IPI00331057.3;IPI00649632.1;IPI00649436.1,4205.14,,,
IPI00116877.5,8720.7,23.71,2.98,13.4
IPI00464141.2,4127.29,26.97,3.42,14.89
IPI00119142.1,1363.76,24.07,3.67,38.4
IPI00776145.1;IPI00776187.1;IPI00462752.4;IPI00623496.5;IPI00133368.1;IPI00762700.2,640.06,1.31,0.08,186.13
IPI00229465.2;IPI00742359.1;IPI00407719.1;IPI00742350.1,3903.71,20.4,1.47,8.66
IPI00112557.5;IPI00857296.1;IPI00857162.1,6423.04,,,
IPI00318464.2,5019.82,,,
IPI00845537.1;IPI00131692.7;IPI00467555.2;IPI00310248.1;IPI00515754.1;IPI00416397.2;IPI00918102.1;IPI00416396.1;IPI00653974.1;IPI00654267.1,6613.4,14.53,1.31,15.9
IPI00845604.2;IPI00308333.3;IPI00845653.1,5041.31,,,
IPI00224237.6;IPI00762305.2;IPI00928166.1,7695.46,7.49,0.66,36.2
IPI00130129.1;IPI00648877.2;IPI00750303.1;IPI00230656.1;IPI00230657.3;IPI00876136.1,7103.53,9.11,1.02,44.83
IPI00112697.4;IPI00405207.1,6012.52,4.3,0.71,43.23
IPI00128410.3;IPI00918583.1,8012.23,9.59,1.43,28.81
IPI00406624.2;IPI00655175.2;IPI00788404.1,14301.28,25.14,2.56,23.21
IPI00420394.4;IPI00762748.2;IPI00828638.2;IPI00655094.1,5071.66,4.86,0.37,45.02
IPI00121271.1,7751.8,9.61,1.03,22.58
IPI00121814.3;IPI00403784.1,1267.4,17.51,1.55,12.78
IPI00112527.1,5458.68,19.67,3.59,15.26
IPI00110718.3,5590.95,16.77,4.19,21.08
IPI00761646.3;IPI00672663.2;IPI00816848.2,5159.32,4.96,0.52,32.12
IPI00124695.1;IPI00228044.1;IPI00228045.1;IPI00850053.1;IPI00405384.1,10719.56,8.18,1.16,39.46
IPI00857196.1,8763.64,,,
IPI00453544.5;IPI00626457.2,5398.06,68.74,5.44,15.52
IPI00129915.3;IPI00880388.1;IPI00880544.1;IPI00880749.1,5857.97,39.99,2.87,4.97
IPI00415328.1;IPI00137250.1;IPI00415329.1;IPI00885550.1,3674.63,4.19,0.24,32.05
IPI00606952.2;IPI00955157.1,7390.89,6.97,1.05,31.84
IPI00757586.2;IPI00653458.1,7095.15,31.81,1.76,11.3
IPI00881776.1,7676.66,,,
IPI00226220.2;IPI00278604.1;IPI00882091.1;IPI00881946.1;IPI00881439.1,1746.52,9.19,1.26,8.78
IPI00125570.1,8194.99,15.41,1.59,13.02
IPI00417173.1;IPI00277858.1,3542.8,11.17,1.31,14.53
IPI00331262.2,5238.65,3.22,0.23,52.1
IPI00621973.3;IPI00652161.1,2448.43,11.86,0.91,7.37
IPI00606219.2;IPI00123777.1,4467.56,17.97,1.71,10.59
IPI00308283.1,3403.45,4.02,0.49,25.35
IPI00869441.1;IPI00655152.2;IPI00278062.6;IPI00869379.1,2028.18,3.71,0.39,70.42
IPI00129107.1;IPI00154021.1,8286.02,9.35,0.8,22.65
IPI00114647.9;IPI00400245.1,3859.14,10.16,1.24,17.76
IPI00464318.5;IPI00881721.1;IPI00330409.1,1414.23,4.8,1.1,18.85
IPI00453846.9;IPI00625993.4,1509.85,6.43,0.73,35.52
IPI00605726.1;IPI00318215.1,4061.54,16.52,2.01,18.72
IPI00130301.1;IPI00225449.2,6263.59,11.06,1.92,36.75
IPI00753928.1;IPI00757585.1;IPI00844651.1;IPI00751733.1,1619.03,7.91,0.85,24.92
IPI00173167.4;IPI00880887.1,5560.65,5.04,0.45,54.17
IPI00173168.1,5078.67,13.02,0.89,23.89
IPI00380817.6,3542.51,17.24,1.44,9.51
IPI00136213.5;IPI00409324.3;IPI00751861.1;IPI00755156.1,5270.38,16.49,0.9,8.38
IPI00408007.2;IPI00881336.1,2821.03,5.62,1.1,27.76
IPI00470092.2,3943.33,16.29,1.97,28.48
IPI00749893.3;IPI00876027.1,5606.17,8.39,0.74,20.24
IPI00124636.1,7367.94,10.46,2.23,35.68
IPI00776175.1,7193.95,,,
IPI00121386.1;IPI00556704.2,7648.07,15.16,1.92,40.06
IPI00113078.3;IPI00880208.1,5096.59,14.24,2.03,22.59
IPI00314798.5;IPI00648491.1,4480.29,27.01,1.42,16.23
IPI00387484.2;IPI00856505.1,5088.3,12.61,4.34,14.59
IPI00900442.1;IPI00453996.1;IPI00608077.3,5093.51,,,
IPI00321848.6;IPI00886324.1;IPI00474925.1,6633.64,14.08,1.13,28.28
IPI00229647.5;IPI00421218.5;IPI00318182.1,6129.63,5.98,0.29,32
IPI00262198.6;IPI00649914.1;IPI00379131.4,4672.47,9.71,1.07,15.82
IPI00124810.3;IPI00895163.1;IPI00895107.1;,4343.86,6.94,0.48,28.2
IPI00115626.1,9532.66,11.32,1.17,70
IPI00463681.2;IPI00816939.1;IPI00652042.1,5797.68,,,
IPI00222330.1,1630.15,13.68,1.51,34.37
IPI00331063.6,5143.04,9.54,1.22,19.18
IPI00625469.3;IPI00751138.3,5005.96,3.05,0.69,57.31
IPI00320629.3,22883.75,39.92,4.15,24.28
IPI00406933.2;IPI00380101.1,3401.5,14.47,3.83,53.18
IPI00817011.1;IPI00229629.5;IPI00856932.1,5431.14,5.72,0.49,37.97
IPI00463195.2;IPI00876524.1,6758.34,5.8,0.36,40.93
IPI00170085.4,2533.61,16.14,1.32,4.93
IPI00776333.1;IPI00117221.3;IPI00918487.1;IPI00918386.1;IPI00918498.1,3137.19,8.91,0.66,14.83
IPI00421041.5,5435.67,3.28,0.3,47.78
IPI00271166.4;IPI00623970.3,5067.54,7.6,0.57,23.52
IPI00308545.1,6166.53,11.18,2.85,33.54
IPI00165850.2;IPI00816943.1,6125.78,12.88,1.08,20.9
IPI00223661.4;IPI00761271.1,3126.77,4.09,0.25,48.01
IPI00807786.1;IPI00113730.3;IPI00761976.1,2314.56,6.97,0.79,9.66
IPI00316214.3;IPI00653975.1,4856.31,,,
IPI00170084.1,4855.76,3.28,0.29,61.62
IPI00848939.1;IPI00762785.2;IPI00848476.1;IPI00816969.1;IPI00378438.6;IPI00875321.1,2082.41,,,
IPI00421179.1;IPI00856453.1;IPI00515195.2;IPI00856883.1;IPI00857522.1;IPI00856763.1;IPI00223953.1;IPI00857351.1;IPI00854980.1;IPI00856470.1,4955.76,152.93,9.2,1.46
IPI00110922.2,3036.29,2.49,0.37,68.46
IPI00109420.2,1793.14,,,
IPI00224561.1,3767.6,,,
IPI00649035.1;IPI00280015.4,4066.57,8.26,0.74,27.36
IPI00125451.2,4544.97,8.87,1.17,21.66
IPI00886331.1,1997.81,,,
IPI00622945.3;IPI00112229.1,3256.85,,,
IPI00406829.1,2036.57,4.07,0.79,20.2
IPI00471097.2,2405.61,,,
IPI00172147.2;IPI00845632.1,3006.19,5.75,0.66,36.78
IPI00330331.7;IPI00753858.2;IPI00880735.1;IPI00651871.2,1987.3,,,
IPI00125574.1;IPI00884473.1;IPI00919230.1;IPI00918995.1;IPI00918477.1;IPI00919141.1;IPI00653551.1,5967.33,,,
IPI00221491.2;IPI00648369.2;IPI00884520.1,1078.4,4.06,1.06,29.13
IPI00453867.3,11288.48,27.37,1.87,20.77
IPI00121008.3;IPI00881480.1;IPI00881338.1,6007.34,,,
IPI00653438.1;IPI00468202.4,10672.92,11.77,1.39,107.92
IPI00275587.6;IPI00606459.1,4133.47,12.03,1.55,15.55
IPI00133725.1;IPI00896056.1,5613.77,27.89,2.71,33.41
IPI00120201.1,8511.42,5.16,0.51,97.96
IPI00263878.1;IPI00322466.5;IPI00403425.2;IPI00131170.1,5893.49,9.51,2.1,19.19
IPI00331519.2;IPI00311203.1,5231.46,9.5,0.84,21.11
IPI00130103.1;IPI00656225.1,4702.35,40.79,4.04,6.61
IPI00110708.3;IPI00850529.1,4615.64,1.53,0.25,99.66
IPI00776049.1;IPI00130227.1;IPI00649863.1;IPI00551118.4;IPI00649361.1;IPI00649625.1,2496.86,5.41,0.64,12.38
IPI00896685.1;IPI00341073.4;IPI00661056.3,4004.45,11.21,0.92,34.34
IPI00130131.1,6345.93,3.72,0.48,76.63
